Total: 217
1890 	 
2060.3333333333335 	 ..
2170 	 
2235 	 
2468 	 
3751 	 
4502.5 	 .
4808 	 .
4996 	 
5991 	 
6109 	 
6191.6 	 ....
6361.181818181818 	 ..........
6464 	 .
6575 	 .....
6671 	 ....
6752.2 	 ....
6834.2 	 ....
6891.5 	 .
6984.5 	 .
7072 	 
7155 	 
7267 	 ...
7365 	 
7444 	 
7603 	 
7691 	 .
7771 	 
8057 	 
8585 	 
8665.5 	 .
8988.5 	 .
9273 	 
9673 	 
9735 	 
10296 	 
10410 	 
10481 	 
10741 	 
10882 	 .
11211.333333333334 	 ..
11459 	 .
11568.8 	 ....
11667 	 
11737 	 .
11813.5 	 .
11895 	 ..
11974.6 	 .........
12081 	 ......
12143.75 	 ...
12248.8 	 ....
12326 	 ..
12402.75 	 ...
12500 	 ..
12587.25 	 .......
12670 	 
12837.5 	 .
12895 	 
13007.5 	 .......
13160.5 	 .
13251.666666666666 	 .....
13402 	 .
13512 	 
13728 	 
13803 	 .
13875 	 
13971 	 
14067.5 	 .
14318 	 
14409 	 .
14565 	 .
15150 	 .
15349 	 .
15445 	 
15616.5 	 .
16023 	 
16272 	 
16454 	 
16554 	 
16634 	 
16826.666666666668 	 ..
16998 	 .
17216 	 
17467 	 
17642 	 
17705 	 
18222 	 
19396 	 
19712 	 
19807 	 
20414 	 
21470 	 
22300 	 
26696 	 
27180 	 
35868 	 
36358 	 
45819 	 
71929 	 
551680 	 
